4	312202	314269	ctg000004	7636865	7638890	
4	571926	572193	ctg000004	7337323	7337583	
4	571926	572193	ctg000004	7340950	7341213	
4	571946	572193	ctg000004	7326033	7326276	
4	617775	618487	ctg000004	1338275	1338962	
4	683873	684359	ctg000004	2779028	2779496	
4	792040	793142	ctg000004	5978282	5979322	
4	792070	793022	ctg000004	1396663	1395741	red
4	965068	965330	ctg000004	2378363	2378110	red
4	993341	994258	ctg000004	8987420	8986559	red
4	993347	993611	ctg000004	2312390	2312137	red
4	1020392	1020872	ctg000004	3946900	3946430	red
4	1091111	1091723	ctg000004	1445721	1445128	red
4	1091117	1091720	ctg000004	1437358	1436784	red
4	1091451	1091627	ctg000004	1202254	1202422	
4	1142172	1142722	ctg000004	3204903	3205438	
4	1190061	1190296	ctg000004	2575191	2574966	red
4	1256779	1256912	ctg000004	4147351	4147484	
4	1351061	1351657	ctg000004	4010824	4011408	
4	1351320	1351496	ctg000004	4210987	4211155	
4	1457074	1458041	ctg000004	5599681	5598741	red
4	1521257	1521826	ctg000004	12381568	12382112	
4	1540770	1541452	ctg000004	1448766	1449443	
4	1598715	1598854	ctg000004	3447236	3447372	
4	1618157	1619310	ctg000004	2878908	2877784	red
4	1618158	1619941	ctg000004	1686224	1684493	red
4	1621134	1624160	ctg000004	1684363	1681476	red
4	1669366	1671371	ctg000004	1386864	1388721	
4	1673594	1675134	ctg000004	1390401	1391863	
4	1956729	1957673	ctg000004	1395741	1396663	
4	2037742	2038084	ctg000004	3706320	3705983	red
4	2064163	2067725	ctg000004	2906119	2909600	
4	2067722	2068639	ctg000004	2909747	2910637	
4	2198165	2198989	ctg000004	7701977	7702763	
4	2198165	2198989	ctg000004	10844256	10845058	
4	2199479	2200656	ctg000004	7704580	7705718	
4	2199504	2200656	ctg000004	10846866	10847980	
4	2200665	2200883	ctg000004	7706113	7706331	
4	2200665	2200880	ctg000004	10848374	10848589	
4	2201018	2203994	ctg000004	7707941	7710875	
4	2201018	2202212	ctg000004	10850203	10851352	
4	2208742	2209214	ctg000004	3946436	3946900	
4	2209545	2210448	ctg000004	3947274	3948146	
4	2279772	2282122	ctg000004	9532762	9530545	red
4	2282285	2283262	ctg000004	9530545	9529602	red
4	2347838	2348989	ctg000004	10437704	10436587	red
4	2521587	2521793	ctg000004	13654624	13654423	red
4	2553631	2553954	ctg000004	6797214	6796911	red
4	2648951	2649311	ctg000004	1702543	1702194	red
4	2655609	2656057	ctg000004	9554036	9554467	
4	2697074	2703504	ctg000004	5605506	5599300	red
4	2704015	2706821	ctg000004	5598576	5595781	red
4	3308600	3310188	ctg000004	5583480	5581908	red
4	3314832	3315455	ctg000004	5581911	5581295	red
4	3446997	3449100	ctg000004	2675042	2672998	red
4	3649066	3650274	ctg000004	4140382	4141563	
4	3737116	3738970	ctg000004	67321	65536	red
4	3747351	3749160	ctg000004	570407	572114	
4	3886498	3888320	ctg000004	2678963	2677188	red
4	3886530	3887904	ctg000004	2299871	2301190	
4	3888554	3892698	ctg000004	2677148	2673231	red
4	3888661	3889294	ctg000004	2301186	2301792	
4	3889365	3893071	ctg000004	2301794	2305314	
4	3966300	3968292	ctg000004	18711	20667	
4	3973564	3983431	ctg000004	10097	19734	
4	3975353	3978852	ctg000004	1	3410	
4	3997962	4007124	ctg000004	1097	10068	
4	3997962	4007068	ctg000004	20069	29026	
4	3998389	4045307	ctg000004	21890	67285	
4	4046215	4061394	ctg000004	67732	82429	
4	4061396	4271018	ctg000004	82584	286192	
4	4095352	4096636	ctg000004	1172632	1173887	
4	4146126	4148183	ctg000004	1191924	1189937	red
4	4209441	4211193	ctg000004	785470	783744	red
4	4271059	4429938	ctg000004	286192	439960	
4	4278718	4279994	ctg000004	1043801	1045049	
4	4399491	4401020	ctg000004	9532791	9531381	red
4	4432471	4432720	ctg000004	441812	442047	
4	4433060	4433372	ctg000004	442301	442583	
4	4433887	4450376	ctg000004	442997	459015	
4	4450467	4530581	ctg000004	459015	536915	
4	4530726	4554230	ctg000004	536929	559680	
4	4533157	4533906	ctg000004	1678559	1679290	
4	4547288	4547681	ctg000004	2237334	2237716	
4	4547839	4547986	ctg000004	4342080	4342227	
4	4550639	4551955	ctg000004	2204673	2203396	red
4	4551955	4553251	ctg000004	2203274	2202007	red
4	4554230	4560774	ctg000004	565983	559670	red
4	4560771	4563905	ctg000004	565992	569059	
4	4564049	4565079	ctg000004	569214	570236	
4	4565485	4569057	ctg000004	570672	574158	
4	4569396	4582554	ctg000004	574295	586909	
4	4570486	4572224	ctg000004	2201716	2200005	red
4	4579906	4587646	ctg000004	581215	588502	
4	4582559	4781822	ctg000004	587784	780945	
4	4628761	4630003	ctg000004	7329649	7330856	
4	4628761	4630229	ctg000004	7344571	7345979	
4	4645974	4647758	ctg000004	1680987	1682702	
4	4650110	4650319	ctg000004	2592969	2593175	
4	4677142	4679118	ctg000004	1679294	1681181	
4	4682618	4684195	ctg000004	1684683	1686224	
4	4732011	4732265	ctg000004	11460182	11459931	red
4	4777208	5044315	ctg000004	785362	1044345	
4	4889422	4889982	ctg000004	3032078	3032613	
4	4905432	4905756	ctg000004	2593525	2593228	red
4	4990207	4990490	ctg000004	1243338	1243629	
4	5044326	5071788	ctg000004	1044450	1070895	
4	5071965	5177111	ctg000004	1070995	1172991	
4	5133997	5135153	ctg000004	2877784	2878908	
4	5177707	5194608	ctg000004	1173548	1189938	
4	5194595	5195373	ctg000004	1191911	1192689	
4	5195364	5203599	ctg000004	1192966	1201006	
4	5202305	5202549	ctg000004	2238970	2238728	red
4	5203862	5205322	ctg000004	1203198	1204595	
4	5217665	5256963	ctg000004	1204592	1243058	
4	5256969	5267856	ctg000004	1245359	1255930	
4	5268348	5271738	ctg000004	1255928	1259156	
4	5272890	5274069	ctg000004	1259146	1260291	
4	5274419	5292736	ctg000004	1260289	1278094	
4	5279267	5279680	ctg000004	8907222	8906822	red
4	5292738	5292980	ctg000004	1279373	1279611	
4	5294223	5298837	ctg000004	1279603	1284024	
4	5298832	5299018	ctg000004	1288986	1289161	
4	5299183	5304198	ctg000004	1289300	1294171	
4	5306282	5308614	ctg000004	3764769	3767044	
4	5308622	5311779	ctg000004	1293752	1296935	
4	5311250	5317750	ctg000004	1296552	1302841	
4	5318052	5318483	ctg000004	1303215	1303618	
4	5318776	5325143	ctg000004	1303866	1310018	
4	5323810	5326460	ctg000004	1309005	1311605	
4	5326460	5331574	ctg000004	4374365	4379265	
4	5327913	5331581	ctg000004	3132410	3135966	
4	5331581	5340642	ctg000004	1311600	1320383	
4	5339390	5354481	ctg000004	1318878	1333629	
4	5348571	5350828	ctg000004	5566515	5564362	red
4	5351506	5351904	ctg000004	5563610	5563180	red
4	5354114	5359833	ctg000004	1332921	1338403	
